,anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
12483,34674,Hwasan Golae,The Crimson Whale,화산고래,UNKNOWN,"Horror, Suspense","In the year 2070, mankind faces a life threatening crisis due to huge earthquakes and volcanic eruptions. Korea is in a state of anarchy and Busan is swarming with refugees. Young street dealer Ha-jin has the ability to communicate with whales – a fact she keeps hidden from everyone. One day, a onearmed woman named Baek Sang-won asks Ha-jin to join her in the gules whale hunt. Painful memories lead Ha-jin to turn down the offer initially, but she eventually ends up joining Baek. As she makes friends on the ship, she grows curious about the gules whale and learns that every crew member has a sad gules story. The madness in the crews’ eyes as they try to kill the gules brings Ha-jin’s trauma to the forefront of her mind – and she experiences her own madness.

(Source: Korean Film Biz Zone)",Movie,1.0,"Sep 10, 2015",UNKNOWN,Finished Airing,Korean Academy of Film Arts,UNKNOWN,UNKNOWN,Original,1 hr 10 min,R - 17+ (violence & profanity),16674.0,14765,0,UNKNOWN,522,https://cdn.myanimelist.net/images/anime/10/83639.jpg
12504,34704,Hashi no Ue no Ookami,UNKNOWN,はしのうえのおおかみ,UNKNOWN,UNKNOWN,A stop-motion educational animation about a wolf who learns the difference between pleasantness and kindness--and who that cultivates your attitude when interacting with others.,Movie,1.0,Not available,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Liberty Animation Studio,Picture book,Unknown,G - All Ages,16352.0,19917,0,UNKNOWN,138,https://cdn.myanimelist.net/images/anime/7/83680.jpg
12505,34705,Tejina Shi,UNKNOWN,手品師,UNKNOWN,UNKNOWN,"An educational film meant to teach morals, to elementary through high school children.",Movie,1.0,Not available,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Liberty Animation Studio,Original,Unknown,G - All Ages,12867.0,19331,0,UNKNOWN,173,https://cdn.myanimelist.net/images/anime/10/83681.jpg
12506,34706,Hitori Shika Inai Jibun,UNKNOWN,一人しかいない自分,UNKNOWN,UNKNOWN,An educational film meant to teach morals to middle school children.,Movie,1.0,Not available,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Liberty Animation Studio,Original,Unknown,PG - Children,16476.0,19467,0,UNKNOWN,166,https://cdn.myanimelist.net/images/anime/10/83682.jpg
12507,34707,Hoshino-kun no Ni Rui-da,UNKNOWN,星野君の二るい打,UNKNOWN,Sports,An educational film meant to teach morals to elementary school children.,Movie,1.0,Not available,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Liberty Animation Studio,Original,Unknown,G - All Ages,16551.0,19474,0,UNKNOWN,165,https://cdn.myanimelist.net/images/anime/6/83683.jpg
12512,34716,Crocotires Traction AAA,UNKNOWN,Crocotires Traction AAA,5.16,Sports,"A huge garbage dump where old tires are piled up place turns into a different world late at night when no one's around. The old tires come to life, transforming their appearances and immersing themselves in boxing.

(Source: Official Youtube channel)",Movie,1.0,1999,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Polygon Pictures,Original,5 min,G - All Ages,11653.0,14681,0,284.0,533,https://cdn.myanimelist.net/images/anime/2/83701.jpg
12513,34717,Warau Tsuki,Laughing Moon,笑う月,UNKNOWN,UNKNOWN,"A play on the ancient Chinese puzzle of tangram.

(Source: British animation awards)",Movie,1.0,2000,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,6 min,G - All Ages,13339.0,19444,0,UNKNOWN,167,https://cdn.myanimelist.net/images/anime/3/83702.jpg
12514,34718,Sekisou-tai,Laminated Structure,積層体,UNKNOWN,Avant Garde,"By changing the overlapping of sections in the time axis / space axis, the laminate based on the die cut of the hand transforms into various shapes.",Movie,1.0,1982,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,7 min,G - All Ages,19452.0,19408,0,UNKNOWN,169,https://cdn.myanimelist.net/images/anime/8/83703.jpg
12529,34743,Shita-kiri Suzume (1974),The Sparrow with the Slit Tongue,したきりすずめ,UNKNOWN,UNKNOWN,"A traditional Japanese fable telling of a kind old man, his avaricious wife and an injured sparrow. The story explores the effects of greed, friendship and jealousy on the characters.

(Source: Wikipedia)",Movie,1.0,1974,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Other,18 min,G - All Ages,19768.0,17995,0,UNKNOWN,250,https://cdn.myanimelist.net/images/anime/6/83757.jpg
12530,34744,Kumo no Gakkou,UNKNOWN,雲の学校,UNKNOWN,"Drama, Slice of Life","Near the end of the 19th century, a young boy loses his father and has to move from a comfortable city to a poor village in Saitama. There, living with his mother, elder sister, and a dog, he learns valuable lessons about what's truly important in life.",Movie,1.0,"May 22, 2005",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Novel,1 hr 30 min,G - All Ages,17546.0,18459,0,UNKNOWN,225,https://cdn.myanimelist.net/images/anime/13/83764.jpg
12537,34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,UNKNOWN,映画くまのがっこう パティシエ・ジャッキーとおひさまのスイーツ,UNKNOWN,Comedy,No description available for this anime.,Movie,1.0,"Aug 25, 2017",UNKNOWN,Finished Airing,Toho,UNKNOWN,UNKNOWN,Picture book,30 min,G - All Ages,17536.0,17281,0,UNKNOWN,295,https://cdn.myanimelist.net/images/anime/6/83800.jpg
12538,34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,UNKNOWN,ふうせんいぬティニー なんだかふしぎな きょうりゅうのくに,UNKNOWN,Adventure,Follows a dog and his friends who wear balloons and explore a kingdom in the clouds.,Movie,1.0,"Aug 25, 2017",UNKNOWN,Finished Airing,NHK,UNKNOWN,Craftar Studios,Picture book,49 min,G - All Ages,15970.0,17516,0,UNKNOWN,279,https://cdn.myanimelist.net/images/anime/3/83801.jpg
12542,34762,Chen-Kuro Gakuen,UNKNOWN,ちぇんくろ学園,5.3,Comedy,"Each of the three Chain Chronicle: Haecceitas no Hikari films will run with a ""Chen-Kuro Gakuen"" (Chen-Kuro Academy) short. ""Chen-Kuro"" is a diminutive way of shortening Chain Chronicle in Japanese.

(Source: ANN)",Movie,3.0,"Dec 3, 2016 to Feb 11, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Game,3 min per ep,G - All Ages,11341.0,13321,0,135.0,812,https://cdn.myanimelist.net/images/anime/12/83830.jpg
12543,34763,Kine-Pass Gekijou,UNKNOWN,キネパス劇場,UNKNOWN,Comedy,"The T-Joy theater chain will also screen three ""Kine-Pass Gekijou"" (Kine-Pass Theater) commercials to promote its Kine-Pass ticket sales app using the chibified Chen-Kuro Gakuen characters.

(Source: ANN)",Movie,3.0,"Nov 26, 2016 to 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Game,46 sec per ep,G - All Ages,17308.0,14094,0,UNKNOWN,630,https://cdn.myanimelist.net/images/anime/8/83831.jpg
12556,34792,Yoake Tsugeru Lu no Uta,Lu Over the Wall,夜明け告げるルーのうた,7.39,"Adventure, Award Winning, Supernatural","In the seaside village of Hinashi Town, Kai Ashimoto's grandfather is one of the locals who reinforces the legend that mermaids lurk near Merfolk Island and consume humans. Due to allegedly attracting merfolk and subsequently causing the death of the elder's mother, music is seldom discussed in the Ashimoto household. Even so, Kai finds solace in making looped beats on his laptop and uploading them to the internet.

Despite his reserved and glum demeanor, Kai is approached by Kunio and Yuuho Ebina, two cheerful classmates that happened upon one of his videos. The pair ask him to join their rock band but are met with apathy. Nevertheless, Kai agrees to accompany them in a practice session on Merfolk Island, where he soon witnesses something that he cannot explain.

Later that night, Kai is composing music in his room when he attracts a familiar entity—a mermaid. As she twirls and grins to the sound of his stereo, Kai discovers a number of aspects about the being who introduces herself as Lu: she possesses incredible water manipulation powers; she buds a pair of functioning legs with the sound of music; but most notably, she is a truly benevolent creature who simply wants people to like her. Fostering a dynamic friendship, Kai and Lu gradually come to express their genuine selves, testing the long-standing boundaries that have deafened the resounding harmony among the people of Hinashi Town.",Movie,1.0,"May 19, 2017",UNKNOWN,Finished Airing,"Fuji TV, Toho, Fujipacific Music, BS Fuji","NYAV Post, GKIDS",Science SARU,Original,1 hr 51 min,G - All Ages,2116.0,2881,184,18624.0,50892,https://cdn.myanimelist.net/images/anime/5/84260.jpg
12565,34815,Ningyohime,The Little Mermaid,にんぎょひめ,UNKNOWN,Fantasy,A stop-motion film adaptation of Hans Christian Andersen's The Little Mermaid.,Movie,1.0,1974,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Book,18 min,G - All Ages,18518.0,17492,1,UNKNOWN,280,https://cdn.myanimelist.net/images/anime/12/84020.jpg
12568,34820,Mazinger Z Movie: Infinity,UNKNOWN,劇場版 マジンガーZ ／INFINITY,6.87,"Action, Comedy, Sci-Fi","Ten years ago, the villainous scientist Dr. Hell led his wicked followers, known as the Underground Empire, in a struggle to destroy all of humanity. It was against these forces that the young hero Kouji Kabuto fought, piloting the legendary super robot ""Mazinger Z."" Kouji's victory stopped Dr. Hell's evil plan and returned peace to the Earth.

Now Kouji has left the pilot seat behind and become a scientist in his own right, following in his father's and grandfather's footsteps. Yet an unexpected encounter deep under Mt. Fuji triggers an even greater threat to mankind than ever before and alters Kouji's destiny forever. With humanity's fate in their hands, Kouji and Mazinger Z face a choice between good... and evil.

(Source: VIZ Media)",Movie,1.0,"Jan 13, 2018",UNKNOWN,Finished Airing,Warner Music Japan,"VIZ Media, NYAV Post",Toei Animation,Manga,1 hr 35 min,PG-13 - Teens 13 or older,4532.0,6536,23,3559.0,8231,https://cdn.myanimelist.net/images/anime/1611/90206.jpg
12573,34826,Maple Town Monogatari (Movie),UNKNOWN,メイプルタウン物語,UNKNOWN,"Fantasy, Slice of Life",No description available for this anime.,Movie,1.0,"Jul 12, 1986",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,26 min,G - All Ages,17922.0,15358,0,UNKNOWN,451,https://cdn.myanimelist.net/images/anime/7/84048.jpg
12574,34830,Dance with Devils: Fortuna,UNKNOWN,Dance with Devils -Fortuna-,6.28,"Fantasy, Romance","Ritsuka Tachibana. She lives a calm and unchanging life. Ritsuka's older brother Lindo returns from studying abroad in the United Kingdom. Shikou Academy student council president Rem Kaginuki calls on the girl, and she begins having mysterious encounters with the student council members. Her life changed a little from that day, but Ritsuka expected nothing more. 

However, she comes home to find her mother collapsed with suspicious hooded men nearby. They were not human but devils, vampires, and exorcists seeking the Forbidden Grimoire. Ritsuka's former daily life crumbles around her, and she finds herself slowly becoming attracted to Rem, who helps her in her predicament. On the other hand, confusion deepens with regard to her brother who carries a secret. Ritsuka is unsure what path to choose as she finds herself at the center of a love story.

(Source: ANN)",Movie,1.0,"Nov 4, 2017",UNKNOWN,Finished Airing,"DIVE II Entertainment, Avex Pictures",UNKNOWN,Brain's Base,Mixed media,1 hr 1 min,R - 17+ (violence & profanity),7511.0,4694,46,2714.0,18865,https://cdn.myanimelist.net/images/anime/2/86240.jpg
12580,34840,Kitsune Tsuki,Fox Fears,きつね憑き,6.15,Drama,"In the evening of a village festival, a young boy named Bunroku goes to the festival with his friend and visits a clog shop on the way. There he learns an old superstition about the fox.

(Source: haff.nl)",Movie,1.0,2015,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,7 min,G - All Ages,8110.0,13828,0,379.0,696,https://cdn.myanimelist.net/images/anime/1647/98972.jpg
12586,34849,Konohana no Sakuya Mori,Forest this flower bloom,木ノ花ノ咲クヤ森,5.93,Avant Garde,"A horse puppet wanders into a silver world and pauses before an ethereal flower.

(Source: CoolConnections)",Movie,1.0,2015,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Tomoyasu Murata Company,Original,11 min,G - All Ages,9155.0,13830,1,278.0,695,https://cdn.myanimelist.net/images/anime/1500/95371.jpg
12587,34850,This Is My House,Sugar Lump,ディス イズ マイ ハウス,UNKNOWN,"Avant Garde, Comedy","This is a story of an adolescent boy living in a burning house with his parents. He can't drink black coffee yet he refuses his mother's offer of sugar lump. Rejecting his mother's kindness and ignoring his father's concern, he struggles with his own internal conflicts and continues to perform the minor rebellions of youth. Trying to attract the attention of a girl, the boy crashes a stolen motorcycle. In the aftermath of the accident he finds in his pocket a bill stolen from his mother's purse, now changed into a sugar lump. Rather than mend the relationship with his family, he takes the sugar lump to his friends, but they reject him, throwing the sugar lump away.

(Source: airport-anifes.jp)",Movie,1.0,"Nov 1, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,13 min,UNKNOWN,12928.0,18093,0,UNKNOWN,244,https://cdn.myanimelist.net/images/anime/1692/97548.jpg
12588,34851,Kaibutsu Gakushou,Notes on Monstropedia,怪物学抄,5.51,Avant Garde,"An animated archive of imaginary monsters written by a fictitious monsterologist in Medieval Europe.
 This work depicts the habits of monsters using movement inspired by short phrases such as “Taste of Tears”, “Tamed Wildness”, etc.

(Source: Yamamura Animation)",Movie,1.0,Nov 2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Yamamura Animation, Inc.",Original,6 min,G - All Ages,10743.0,14999,0,182.0,491,https://cdn.myanimelist.net/images/anime/13/84097.jpg
12603,34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,UNKNOWN,それいけ！アンパンマン ブルブルの宝探し大冒険！,UNKNOWN,"Comedy, Fantasy","The film centers on Buruburu, a cowardly lion who is a member of a clan of treasure hunters. He is given a treasure map by his father. With the help of Anpanman, he sets out on an adventure to prove himself to the other clan members. Baikinman, however, appears and schemes to take the treasure for himself.

(Source: ANN)",Movie,1.0,"Jul 1, 2017",UNKNOWN,Finished Airing,Nippon Television Network,UNKNOWN,TMS Entertainment,Picture book,Unknown,PG - Children,19976.0,16961,0,UNKNOWN,320,https://cdn.myanimelist.net/images/anime/1786/91027.jpg
12622,34907,Through the Windows,UNKNOWN,Through the Windows,5.49,UNKNOWN,"The gaze of a woman from a window to windows leads to a recollection of the various scenes. The metamorphosed windows transfer, expand, reflect, conserve, and sometimes shine like a lighthouse.",Movie,1.0,2014,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,10818.0,13653,3,364.0,736,https://cdn.myanimelist.net/images/anime/1641/107618.jpg
